
//大枠の中の場所　縦　横　レイヤーなし枠か(今は[3][3]想定)
layersInTheFrame 1 0

//レイヤーのブロック(後に追加したものが上に重ねられる→スタック)
layer
1 1 0 1 0 0 0 1 0 
1 0 2 0 0 0 0 1 0 
1 0 3 0 0 0 0 0 0 
1 0 4 0 0 0 0 0 0 
1 0 5 0 0 0 0 0 0 
1 0 6 0 0 0 0 0 0 
1 0 7 0 0 0 0 0 0 
1 0 8 0 0 0 0 0 0 
1 0 9 0 0 0 0 0 1 

//続けてlayer書くことで重ねる
layer
0 1 0 1 0 0 0 1 0 
0 0 10 0 0 0 0 1 0 
0 0 10 0 0 0 0 0 0 
0 0 10 0 0 0 0 0 0 
0 0 5 0 0 0 0 0 0 
0 0 6 0 0 0 0 0 0 
0 0 7 0 0 0 0 0 0 
0 0 8 0 0 0 0 0 0 
0 0 9 0 0 0 0 0 1 


//
layersInTheFrame 1 1

layer
9 0 0 0 0 0 0 0 0 
8 0 0 0 0 0 0 0 0 
7 0 0 0 0 0 0 0 0 
6 0 0 0 0 0 0 0 0 
5 0 0 0 0 0 0 0 0 
4 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 
2 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 

//
layersInTheFrame 1 2

layer
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 

//
layersInTheFrame 1 2 false

//
layersInTheFrame 2 0 false
